time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,breakdown_topic,breakdown,child_count,child_percent,rate_per_100
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Reason,Unknown,80,22,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Reason,Not recorded,50,15,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Reason,Other,50,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,Total,340,100,0.6000000
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Sex,Female,160,47,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Sex,Male,180,53,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Sex,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Reception,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 1,20,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 2,30,9,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 3,20,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 4,30,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 5,20,6,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 6,20,6,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 7,40,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 8,40,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 9,50,14,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 10,50,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Year 11,40,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Year group,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,Less than 2 weeks,80,22,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,2 to 4 weeks,100,30,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,4 to 8 weeks,70,21,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,8 to 12 weeks,30,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,12 to 26 weeks,50,15,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,26 to 52 weeks,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,Over 52 weeks,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Moved in from another local authority,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Moved in from another country,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,School application awaiting outcome,40,12,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Offered school place but not yet accepted,160,45,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Waiting school start,40,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Did not get school preference,20,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Unsuitable elective home education,30,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Difficulty accessing suitable school place,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,School dissatisfaction general,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,School dissatisfaction SEND,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Mental health,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Physical health,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Parental decision not to register at school,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Did not apply for school place at compulsory school age,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Challenging school attendance order,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Believed to have moved to another local authority,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Believed to have moved to another country,20,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Unknown,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Not recorded,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Reason,Other,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,Total,10,100,0.1000000
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Sex,Female,low,33,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Sex,Male,low,67,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Sex,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Reception,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 1,low,33,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 2,low,17,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 3,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 4,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 5,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 6,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 7,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 8,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 9,low,17,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 10,low,17,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Year 11,low,17,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Year group,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,Less than 2 weeks,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,2 to 4 weeks,low,17,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,4 to 8 weeks,low,33,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,8 to 12 weeks,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,12 to 26 weeks,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,26 to 52 weeks,low,17,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,Over 52 weeks,low,33,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Moved in from another local authority,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Moved in from another country,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,School application awaiting outcome,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Offered school place but not yet accepted,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Waiting school start,low,33,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Did not get school preference,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Unsuitable elective home education,low,50,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Difficulty accessing suitable school place,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,School dissatisfaction general,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,School dissatisfaction SEND,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Mental health,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Physical health,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Parental decision not to register at school,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Did not apply for school place at compulsory school age,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Challenging school attendance order,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Believed to have moved to another local authority,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Believed to have moved to another country,low,17,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Not recorded,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Reason,Other,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,Total,330,100,0.3000000
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Sex,Female,140,42,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Sex,Male,190,58,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Sex,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Reception,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 1,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 2,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 3,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 4,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 5,40,12,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 6,30,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 7,30,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 8,40,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 9,50,16,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 10,50,14,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Year 11,70,20,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Year group,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,Less than 2 weeks,20,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,2 to 4 weeks,20,5,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,4 to 8 weeks,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,8 to 12 weeks,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,12 to 26 weeks,50,14,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,26 to 52 weeks,40,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,Over 52 weeks,200,59,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Moved in from another local authority,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Moved in from another country,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,School application awaiting outcome,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Offered school place but not yet accepted,20,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Waiting school start,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Did not get school preference,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Unsuitable elective home education,30,10,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Difficulty accessing suitable school place,40,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,School dissatisfaction general,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,School dissatisfaction SEND,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Mental health,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Physical health,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Parental decision not to register at school,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Did not apply for school place at compulsory school age,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Challenging school attendance order,20,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Believed to have moved to another local authority,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Believed to have moved to another country,110,32,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Unknown,80,25,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Not recorded,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Reason,Other,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,Total,1990,100,4.2000000
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Sex,Female,990,50,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Sex,Male,1000,50,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Sex,Unknown,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Reception,40,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 1,70,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 2,110,6,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 3,140,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 4,150,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 5,160,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 6,170,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 7,220,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 8,220,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 9,250,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 10,240,12,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Year 11,230,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Year group,Unknown,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,Less than 2 weeks,100,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,2 to 4 weeks,160,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,4 to 8 weeks,40,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,8 to 12 weeks,100,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,12 to 26 weeks,140,7,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,26 to 52 weeks,190,10,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,Over 52 weeks,1180,59,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration,Unknown,90,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Moved in from another local authority,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Moved in from another country,30,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,School application awaiting outcome,220,11,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Offered school place but not yet accepted,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Waiting school start,100,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Did not get school preference,80,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Unsuitable elective home education,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Difficulty accessing suitable school place,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,School dissatisfaction general,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,School dissatisfaction SEND,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Mental health,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Physical health,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Parental decision not to register at school,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Did not apply for school place at compulsory school age,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Challenging school attendance order,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Believed to have moved to another local authority,90,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Believed to have moved to another country,260,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Unknown,1190,60,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Not recorded,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Reason,Other,20,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,Total,1910,100,1.8000000
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Sex,Female,800,42,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Sex,Male,860,45,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Sex,Unknown,260,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Reception,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 1,50,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 2,100,5,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 3,120,6,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 4,180,9,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 5,200,10,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 6,230,12,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 7,240,12,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 8,270,14,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 9,270,14,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 10,240,12,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Year 11,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Year group,Unknown,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,Less than 2 weeks,60,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,2 to 4 weeks,40,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,4 to 8 weeks,30,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,8 to 12 weeks,40,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,12 to 26 weeks,160,8,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,26 to 52 weeks,250,13,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,Over 52 weeks,1320,69,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration,Unknown,20,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Moved in from another local authority,80,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Moved in from another country,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,School application awaiting outcome,10,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Offered school place but not yet accepted,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Waiting school start,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Did not get school preference,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Unsuitable elective home education,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Difficulty accessing suitable school place,low,low,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,School dissatisfaction general,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,School dissatisfaction SEND,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Mental health,0,0,x
202526,Autumn term,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Reason,Physical health,0,0,x
